"order_id","customer_id","order_status","order_purchase_timestamp","order_approved_at","order_delivered_carrier_date","order_delivered_customer_date","order_estimated_delivery_date"
"e0ff4f042465bf3a83ab05b537d1c90e","35ccaf85cd6559f85e62b1968fa763b0","delivered","2018-05-28 19:57:32","2018-05-28 20:10:23","2018-06-01 11:20:00","2018-06-06 16:38:37","2018-06-28 00:00:00"
"a8a29ae9b3f2dc2e650dc520d7842041","ce0809a5eb4ada3a764f383e118c18a3","delivered","2018-05-28 19:57:44","2018-05-29 03:14:34","2018-06-01 08:29:00","2018-06-13 14:39:40","2018-07-16 00:00:00"
"761d24a47ebf005134bb75f8cde9c5b1","ed78b8e3b4ce8f10d7ff5f18f9758b75","delivered","2018-05-28 19:59:52","2018-05-28 20:10:30","2018-05-29 08:43:00","2018-06-08 20:15:44","2018-07-03 00:00:00"
"b636703317e3a173ebe3770beda32aea","11c9730340dc403bf23bf523be47ed1d","delivered","2018-05-28 20:02:32","2018-05-28 20:15:17","2018-05-29 14:38:00","2018-06-18 13:47:52","2018-07-05 00:00:00"
"a8f5ea0830ac9ffd1d2864434bcddb70","e9bca2aac8f400109e997596326d9227","delivered","2018-05-28 20:21:30","2018-05-28 20:36:38","2018-05-29 07:48:00","2018-06-08 20:06:36","2018-07-13 00:00:00"
"d0a376ad0575bef38f57ec1665a353ea","7f5cc65222c2fe21a935bde669213ad4","delivered","2018-05-28 20:34:13","2018-05-28 20:50:38","2018-05-29 14:22:00","2018-06-02 17:03:47","2018-06-20 00:00:00"
"f46fb218fda36639dc39aa3025679a2b","4f1499a33d2d5ae89e66928df783e7ae","delivered","2018-05-28 20:40:23","2018-05-28 20:50:41","2018-05-29 14:11:00","2018-06-01 19:42:29","2018-06-29 00:00:00"
"a8a42525a528f4f3b6c343d8cfa0a374","11d4407faece8a6220c06056f36dc9af","delivered","2018-05-28 20:41:23","2018-05-28 20:50:40","2018-05-29 13:27:00","2018-06-09 12:28:29","2018-06-28 00:00:00"
"bbfb434859fc673797c1040d267e342e","b0d85b57c22f4e17c5348ac56e88b4e7","delivered","2018-05-28 20:43:51","2018-05-30 02:32:17","2018-05-30 14:06:00","2018-06-08 00:04:28","2018-06-20 00:00:00"
"7010bfa704139424f4fff8baff27b7cc","ac9d802c8be6d74099e9b3e90acefe12","delivered","2018-05-28 20:49:30","2018-05-28 21:16:35","2018-05-30 12:05:00","2018-06-02 19:29:30","2018-06-20 00:00:00"
"8767f36960352a7d9b94e1857a45c981","31b1a8a4bc56ec61e5a3bb174d4e5318","delivered","2018-05-28 20:59:27","2018-05-28 21:16:27","2018-05-29 13:14:00","2018-06-06 19:06:24","2018-07-04 00:00:00"
"2ee0dd09094bb9568b06bc1ffbe9f4ec","76df3b6412d4883dbc84402a5c659b5d","delivered","2018-05-28 21:02:23","2018-05-30 02:13:51","2018-05-30 10:17:00","2018-06-26 21:24:45","2018-07-05 00:00:00"
"1e60cd113fd130d6384d74348f85b63c","1b816766bb5a39f8e46924109d1f1983","delivered","2018-05-28 21:07:53","2018-05-28 21:30:10","2018-06-01 11:31:00","2018-06-05 13:48:38","2018-06-13 00:00:00"
"267e7e0b0615d34fa4c39c0a97cee1d5","5bb2321bf6c692d7f92ec6d97d5842e4","delivered","2018-05-28 21:16:13","2018-05-30 02:32:15","2018-05-30 15:09:00","2018-06-01 15:31:04","2018-06-18 00:00:00"
"b230cdf7f5d8115711cbab88f4636406","eaff05733a47fe7dbd0a808b4cde8238","delivered","2018-05-28 21:16:42","2018-05-28 21:30:22","2018-05-29 13:53:00","2018-06-02 12:02:32","2018-06-28 00:00:00"
"a88a97b1f64733fb73f753a519db23b9","5fe4c97f6eb784c0e89656abddca6865","delivered","2018-05-28 21:16:48","2018-05-29 12:50:32","2018-06-01 14:23:00","2018-06-27 20:50:56","2018-07-11 00:00:00"
"09c6ca023de352874ee4fda218d19a81","7d9da42e2199a286266a8084af43ba85","delivered","2018-05-28 21:25:51","2018-05-28 21:55:31","2018-05-29 12:21:00","2018-06-07 21:12:57","2018-06-29 00:00:00"
"c8c0e74f5426e74b812efe05eaab11a6","b6ba2c8d887b9586b6f9dcd3d7ddfd56","delivered","2018-05-28 21:30:24","2018-05-29 12:50:26","2018-05-30 12:56:00","2018-06-11 16:18:49","2018-07-04 00:00:00"
"c5f30bdd01bc931c09429dc3bba5ac58","ca6fe18d9474b6e6bd41278ca47b19cf","delivered","2018-05-28 21:38:55","2018-05-28 21:56:18","2018-05-30 06:37:00","2018-06-02 16:04:16","2018-06-13 00:00:00"
"bbc13e09a09a77b4f6ea6a981a399473","7822a6861b0a8c3a5b4ed5f42268eab0","delivered","2018-05-28 22:11:08","2018-05-28 22:35:37","2018-05-29 14:04:00","2018-06-05 13:12:51","2018-07-04 00:00:00"
"6d0e0e8907efa53405051c14ba17f58e","c2430380d5d3ec51f5f8128805b6666d","delivered","2018-05-28 22:22:56","2018-05-28 22:35:51","2018-06-01 14:10:00","2018-06-08 16:50:42","2018-07-04 00:00:00"
"558eca1d22374a40aa35c2d9f88573a3","a7261b8467989c8b5c1800b4bfd705bf","delivered","2018-05-28 22:29:25","2018-05-28 22:50:35","2018-06-01 08:47:00","2018-06-07 20:03:41","2018-07-12 00:00:00"
"bbff6155059675574b04a09d10cbb76c","919f7e4b0905fe7efc81ebe88359031c","delivered","2018-05-28 22:31:13","2018-05-28 22:50:39","2018-05-29 13:44:00","2018-06-15 17:03:48","2018-07-16 00:00:00"
"185e7ea81e4cf0fc1d2f4e8e38e8e7e3","f23c4b530f6d7d421de1e38d3e0cc327","delivered","2018-05-28 22:39:59","2018-05-30 02:32:13","2018-06-01 08:51:00","2018-06-18 22:12:25","2018-07-31 00:00:00"
"88147bfe4762e9d0e545871dbc994734","e948953cbdd0ebdf270937ab3d5c1a5a","delivered","2018-05-28 23:06:44","2018-05-28 23:29:47","2018-05-29 15:38:00","2018-06-05 23:04:57","2018-07-05 00:00:00"
"f33bb10a8083242acc69681587de119f","7f2c7852591133faac4da0fce82fb87d","delivered","2018-05-28 23:15:15","2018-05-28 23:29:50","2018-05-29 12:17:00","2018-06-04 17:34:46","2018-06-29 00:00:00"
"060653209bfa61cf4b308a00e3861875","a0d86b4a22f02ed0ade308b69e91bc89","delivered","2018-05-28 23:18:32","2018-05-28 23:30:14","2018-05-29 12:29:00","2018-06-12 22:12:01","2018-07-11 00:00:00"
"d23aab0e21efafc3216ce27c05565a96","7741a2c7f0be3dda60452f7c55769146","delivered","2018-05-28 23:23:31","2018-05-28 23:35:19","2018-05-30 13:12:00","2018-06-04 21:36:47","2018-06-20 00:00:00"
"1f18d6138f5af59adb5a379ea575d555","9e28e7712d72035236cfbd785851e4b1","delivered","2018-05-29 00:08:35","2018-05-30 02:15:21","2018-05-30 16:58:00","2018-06-12 16:38:47","2018-07-12 00:00:00"
"71394edb269e67b8431cc1c355cc53df","6e8a30827c4d5bd095c436b486502fcc","delivered","2018-05-29 00:14:52","2018-05-29 00:34:13","2018-05-29 08:58:00","2018-06-06 14:22:47","2018-07-13 00:00:00"
"69b03f2aed38a9b622ddad0998b00ccb","8ec995e911f92a26221b61e7d7e98c77","delivered","2018-05-29 00:19:06","2018-05-29 00:35:09","2018-05-29 12:09:00","2018-06-07 18:07:48","2018-07-12 00:00:00"
"d5b69ea836793de5711675fef3e119ac","1c1e5060ceea7bcf6ea312692655d2ce","delivered","2018-05-29 00:19:25","2018-05-30 00:16:34","2018-06-05 14:01:00","2018-06-12 21:46:22","2018-07-03 00:00:00"
"5ae6d4878571e9513c93413ee5ea1fe2","9a913ef439fcfc71384ce3cf53e7a780","delivered","2018-05-29 01:12:50","2018-05-31 03:10:15","2018-06-01 12:33:00","2018-06-12 07:20:55","2018-07-04 00:00:00"
"119f1430154997cf2ea4e905667408d1","326bd99b43665ac9e198d45b189740b5","delivered","2018-05-29 02:29:23","2018-05-29 02:51:18","2018-05-29 14:04:00","2018-06-06 20:04:33","2018-07-04 00:00:00"
"30ca6695cae8ac10c2431a366d30f0c2","a049003658eecf3b1d87246e326b3eb8","delivered","2018-05-29 02:29:27","2018-05-29 02:51:18","2018-05-29 13:44:00","2018-06-07 22:42:05","2018-06-29 00:00:00"
"41b58b6026bb03ba48125f0b42fd4b70","7fb48eba2763ac51b79391d0636a7c92","delivered","2018-05-29 02:50:57","2018-05-29 03:14:34","2018-05-29 13:44:00","2018-06-16 14:28:55","2018-07-20 00:00:00"
"6e1199a328a9d52a7f04542ee9092ff1","89ed9f545e7adb16e072d52358423f8c","delivered","2018-05-29 03:34:16","2018-05-31 03:10:21","2018-06-04 15:23:00","2018-06-08 16:35:39","2018-06-29 00:00:00"
"9ff880794dc0a00ad4856e0de2c912f2","b27bb08f277571e3c41d44e9826df158","delivered","2018-05-29 05:07:54","2018-05-29 05:30:38","2018-06-04 16:03:00","2018-06-18 23:44:33","2018-08-06 00:00:00"
"a60d615fe2a3b8581bc633e0cb72bdc6","44bba1946549ecb0db3c04da76335842","delivered","2018-05-29 06:20:58","2018-05-29 06:35:14","2018-05-29 14:38:00","2018-06-19 21:04:39","2018-07-05 00:00:00"
"089f9bfea8386f4b212e2145f7ad563b","2df9465dba13fc692e05390a8c4d1e18","delivered","2018-05-29 07:39:45","2018-05-29 07:55:24","2018-05-30 14:41:00","2018-06-01 16:38:48","2018-06-21 00:00:00"
"63f5cc3a2a31c01c270d24d397a54274","e4dbb700c76f5706dd58f9b9ef613aed","delivered","2018-05-29 07:58:56","2018-05-30 07:11:23","2018-05-30 13:12:00","2018-06-05 21:54:42","2018-06-21 00:00:00"
"b9f687bd75452f5a9050f0445c27b724","c162bf3f0e129a637a3a63caaf4d17fc","delivered","2018-05-29 08:00:01","2018-05-29 08:15:12","2018-06-05 13:32:00","2018-06-06 14:06:38","2018-07-05 00:00:00"
"cb5c1ad1fb0068c83523238259a8e930","732b3392e5516cb60017547792c7e141","delivered","2018-05-29 08:10:45","2018-05-31 03:10:13","2018-06-05 07:06:00","2018-06-19 18:58:40","2018-07-13 00:00:00"
"4ab8b7a8e23908984157974ae4ad6436","21b90719d24eb01136a753197b79bb3b","delivered","2018-05-29 08:17:20","2018-05-30 08:15:17","2018-05-30 14:33:00","2018-06-01 15:20:00","2018-06-14 00:00:00"
"7e7ed851224124724e3058ab01051711","621bd139a00b6dc7d6d68635e3b558f4","delivered","2018-05-29 08:20:32","2018-05-29 08:35:17","2018-05-29 14:38:00","2018-06-14 17:52:23","2018-07-13 00:00:00"
"0f758f5895563ce1892043bc8f17dda1","817221d10fd8831a6a1357cf8fb5fd61","delivered","2018-05-29 08:25:40","2018-05-30 02:13:54","2018-05-30 13:51:00","2018-06-20 13:22:16","2018-07-13 00:00:00"
"ee7aab7615cfc22e52462047d0e9f0db","a69a414dbd9ed9dfeb3291be9881627a","delivered","2018-05-29 08:41:45","2018-05-31 03:15:22","2018-06-07 13:08:00","2018-06-08 11:58:48","2018-06-21 00:00:00"
"e73f1e4b75fb2dfc4c18f8c2afd75687","e7067f47085adab23af0e0a72857de91","delivered","2018-05-29 08:53:36","2018-05-29 09:15:38","2018-05-30 08:53:00","2018-06-13 19:08:24","2018-07-05 00:00:00"
"6f73a96cdd874d89723d560bda640b52","b88d262675f908d6b0a3958c6a091e74","delivered","2018-05-29 09:06:07","2018-05-29 09:15:38","2018-06-08 10:24:00","2018-06-14 15:57:40","2018-07-13 00:00:00"
"0e2f2a11ed7233e538469471930a7ed7","a7dbd3fd213f08708b18e3b2667e14de","delivered","2018-05-29 09:13:48","2018-05-29 09:30:48","2018-05-29 14:45:00","2018-06-11 14:53:02","2018-07-16 00:00:00"
"db8bf3de5a5697bde575853b0e9d7fec","6bc10e2de3cadab0a0e0e96a880fae5e","delivered","2018-05-29 09:23:00","2018-05-31 03:36:04","2018-06-01 11:10:00","2018-06-15 20:58:58","2018-07-12 00:00:00"
"7002f5420d7a37aebd4c740b01b2fd5f","0f2bfd92b901a88af663262ed4480d63","delivered","2018-05-29 09:40:24","2018-05-30 09:35:14","2018-05-30 13:50:00","2018-06-06 18:56:57","2018-06-29 00:00:00"
"ddd825e286b58aca3f41de496744dc1e","03ce599d2de7554119405035652e592c","delivered","2018-05-29 09:41:15","2018-05-29 09:56:09","2018-06-01 09:58:00","2018-06-07 20:22:24","2018-07-12 00:00:00"
"58a1b2dbc870bdafa3abfced8d5d9cc5","7e9090dbf2dd453786d83814eb0e5778","delivered","2018-05-29 09:50:51","2018-05-31 03:35:46","2018-06-04 14:38:00","2018-06-11 16:38:48","2018-07-12 00:00:00"
"5b265b1557d0d44a32df50b4fbf98c7b","dcdc259ec5bacca962c1ea9ba705b4b1","delivered","2018-05-29 10:04:54","2018-05-30 02:15:11","2018-06-05 15:26:00","2018-06-26 11:03:35","2018-07-27 00:00:00"
"bfda4f6e444f936f87738b840f1221e8","8f0e341772a248cb96e5267c4386e35c","delivered","2018-05-29 10:07:36","2018-05-29 10:38:41","2018-05-29 14:38:00","2018-06-05 00:44:29","2018-07-19 00:00:00"
"f3c973baad2d145cc17da5473621e0db","3bf70d98adff5db9b2292184cb16e078","delivered","2018-05-29 10:13:56","2018-05-29 10:38:42","2018-05-29 12:31:00","2018-06-11 13:32:12","2018-07-24 00:00:00"
"207d35e4a69118f2f9422aa1949043f7","09becaeb993ca4d7a5c0ea6eb2afce30","delivered","2018-05-29 10:19:05","2018-05-29 10:38:49","2018-05-30 13:34:00","2018-06-12 17:52:44","2018-07-12 00:00:00"
"98c809bf2e8392fc389fdf8e2bfbb856","0d15109f485330cb77c3721039e60cdd","delivered","2018-05-29 10:26:20","2018-05-29 11:18:49","2018-05-30 12:28:00","2018-06-01 17:58:45","2018-06-21 00:00:00"
"c58c26b5495d953f484006db77adef1f","6049a34e4b3cbda73b1bc05212cbd25a","delivered","2018-05-29 10:33:13","2018-05-29 10:50:18","2018-05-30 14:34:00","2018-06-05 00:48:44","2018-07-03 00:00:00"
"2eb63f75718e0a133e1a6c7d14375025","1712b3a131430bc9e53dcba7adcfc282","delivered","2018-05-29 10:46:58","2018-05-29 17:57:24","2018-05-30 11:06:00","2018-06-02 12:36:43","2018-06-21 00:00:00"
"81672c21ff06fb612df0660ff7d9ae06","937afb3c743cbde0849c9f8463628d15","delivered","2018-05-29 10:48:05","2018-05-31 03:36:18","2018-06-04 14:24:00","2018-06-13 21:06:58","2018-07-04 00:00:00"
"77a80305f3e556475b3dfe923e8d6735","260653b481f6bb5ec7cfc7650b4c4608","delivered","2018-05-29 10:48:34","2018-05-29 11:18:44","2018-06-05 13:32:00","2018-06-14 00:38:30","2018-07-12 00:00:00"
"4cfcf0598ac30b637d0ded5abcdc74f6","a732e3e70fe678aca25c0e1fce6c93b2","delivered","2018-05-29 11:02:05","2018-05-30 10:56:30","2018-05-30 13:34:00","2018-06-15 14:47:36","2018-07-04 00:00:00"
"5fc156541c3cea8af8784a46dbfcd183","76ebf70a559266867675fc7b0e74072d","delivered","2018-05-29 11:02:48","2018-05-30 10:56:37","2018-05-30 13:11:00","2018-06-12 20:15:50","2018-07-04 00:00:00"
"09cbcd1a5e559da522327abcf7e30dda","27464fbd955e5b0bad2c0eaa46cd2f4b","delivered","2018-05-29 11:10:29","2018-05-29 11:30:19","2018-05-30 10:09:00","2018-06-12 20:08:47","2018-07-16 00:00:00"
